pid,date,cpu,mem
6013,17:54:54,0,1.3
6019,17:54:54,0,1.4
249,17:54:55,0,2.1
395,17:54:55,0,1.1
141,17:54:55,6,1.5
6020,17:54:55,0,2.6
6043,17:54:55,0.2,3.7
6338,17:54:55,0,1.5
172,17:54:55,0,1.3
406,17:54:55,0,0.4
343,17:54:55,0,0.6
6002,17:54:55,14.5,4.6
6272,17:54:55,0,0.3
6216,17:54:55,0,0.2
6350,17:54:55,0,0.2
6211,17:54:55,0,0.1
582,17:54:55,0,0
8431,17:54:55,8.5,1.5
6007,17:54:55,1.3,1.5
6026,17:54:55,0,0.4
6013,17:54:55,0,1.3
6019,17:54:55,0,1.4
249,17:54:56,0,2.1
395,17:54:56,0,1.1
141,17:54:56,9.2,1.5
6020,17:54:56,0,2.6
6043,17:54:56,0.4,3.7
6338,17:54:56,0,1.5
172,17:54:56,0,1.3
406,17:54:56,0,0.4
343,17:54:56,0,0.6
6002,17:54:56,13.5,4.6
6272,17:54:56,0,0.3
6216,17:54:56,0,0.2
6350,17:54:56,0,0.2
6211,17:54:56,0,0.1
582,17:54:56,0,0
8431,17:54:56,6.8,1.6
6007,17:54:56,0.9,1.5
6026,17:54:56,0,0.4
6013,17:54:56,0,1.3
6019,17:54:56,0,1.4
249,17:54:57,0,2.1
395,17:54:57,0,1.1
141,17:54:57,5.5,1.5
6020,17:54:57,0,2.6
6043,17:54:57,0.2,3.7
6338,17:54:57,0,1.5
172,17:54:57,0,1.3
406,17:54:57,0,0.4
343,17:54:57,0,0.6
6002,17:54:57,7.8,4.6
6272,17:54:57,0,0.3
6216,17:54:57,0,0.2
6350,17:54:57,0,0.2
6211,17:54:57,0,0.1
582,17:54:57,0,0
8431,17:54:57,6.5,1.6
6007,17:54:57,2.4,1.5
6026,17:54:57,0,0.4
6013,17:54:57,0,1.3
6019,17:54:57,0,1.4
249,17:54:58,0,2.1
395,17:54:58,0,1.1
141,17:54:58,8.8,1.5
6020,17:54:58,0,2.6
6043,17:54:58,0.2,3.7
6338,17:54:58,0,1.5
172,17:54:58,0,1.3
406,17:54:58,0,0.4
343,17:54:58,0,0.6
6002,17:54:58,8.6,4.6
6272,17:54:58,0,0.3
6216,17:54:58,0,0.2
6350,17:54:58,0,0.2
6211,17:54:58,0,0.1
582,17:54:58,0,0
8431,17:54:58,8,1.6
6007,17:54:58,2.1,1.5
6026,17:54:58,0,0.4
6013,17:54:58,0,1.3
6019,17:54:58,0,1.4
249,17:54:59,0,2.1
395,17:54:59,0.2,1.1
141,17:54:59,0.1,1.5
6020,17:54:59,0,2.6
6043,17:54:59,0.1,3.7
6338,17:54:59,0,1.5
172,17:54:59,0,1.3
406,17:54:59,0.6,0.4
343,17:54:59,0,0.6
6002,17:54:59,4.3,4.6
6272,17:54:59,0,0.3
6216,17:54:59,0,0.2
6350,17:54:59,0,0.2
6211,17:54:59,0,0.1
582,17:54:59,0,0
8431,17:54:59,0.6,1.6
6007,17:54:59,0,1.5
6026,17:54:59,0,0.4
6013,17:54:59,0,1.3
6019,17:54:59,0,1.4
249,17:55:00,0,2.1
395,17:55:00,0,1.1
141,17:55:00,0.1,1.5
6020,17:55:00,0,2.6
6043,17:55:00,0.1,3.7
6338,17:55:00,0,1.5
172,17:55:00,0,1.3
406,17:55:00,0,0.4
343,17:55:00,0,0.6
6002,17:55:00,4.3,4.6
6272,17:55:00,0,0.3
6216,17:55:00,0,0.2
6350,17:55:00,0,0.2
6211,17:55:00,0,0.1
582,17:55:00,0,0
8431,17:55:00,0.7,1.6
6007,17:55:00,0,1.5
6026,17:55:00,0,0.4
6013,17:55:00,0,1.3
6019,17:55:00,0,1.4
249,17:55:01,0,2.1
395,17:55:01,0,1.1
141,17:55:01,6.5,1.5
6020,17:55:01,0,2.6
6043,17:55:01,0.1,3.7
6338,17:55:01,0,1.5
172,17:55:01,0,1.3
406,17:55:01,0,0.4
343,17:55:01,0,0.6
6002,17:55:01,13.7,4.6
6272,17:55:01,0,0.3
6216,17:55:01,0,0.2
6350,17:55:01,0,0.2
6211,17:55:01,0,0.1
582,17:55:01,0,0
8431,17:55:01,7,1.6
6007,17:55:01,1.5,1.5
6026,17:55:01,0,0.4
6013,17:55:01,0,1.3
6019,17:55:01,0,1.4
249,17:55:02,0,2.1
395,17:55:02,0,1.1
141,17:55:02,12.4,1.5
6020,17:55:02,0,2.6
6043,17:55:02,0.1,3.7
6338,17:55:02,0,1.5
172,17:55:02,0,1.3
406,17:55:02,0,0.4
343,17:55:02,0,0.6
6002,17:55:02,20.1,4.6
6272,17:55:02,0,0.3
6216,17:55:02,0,0.2
6350,17:55:02,0,0.2
6211,17:55:02,0,0.1
582,17:55:02,0,0
8431,17:55:02,12.1,1.6
6007,17:55:02,3,1.5
6026,17:55:02,0,0.4
6013,17:55:02,0,1.3
6019,17:55:02,0,1.4
249,17:55:03,0,2.1
395,17:55:03,0.2,1.1
141,17:55:03,8.9,1.6
6020,17:55:03,0.7,2.6
6043,17:55:03,0.1,3.7
6338,17:55:03,0,1.5
172,17:55:03,0,1.3
406,17:55:03,0,0.4
343,17:55:03,0,0.6
6002,17:55:03,14.7,4.5
6272,17:55:03,0,0.3
6216,17:55:03,0,0.2
6350,17:55:03,0,0.2
6211,17:55:03,0,0.1
582,17:55:03,0,0
6026,17:55:03,0.1,0.4
6013,17:55:03,0.1,1.3
6007,17:55:03,4.7,1.5
6019,17:55:03,0.1,1.4
8386,17:55:03,0,0.1
249,17:55:04,0,2.1
395,17:55:04,0.3,1.1
141,17:55:04,11.3,1.6
6043,17:55:04,0.1,3.7
6020,17:55:04,0.1,2.6
6338,17:55:04,0,1.5
172,17:55:04,0,1.3
406,17:55:04,0.3,0.4
343,17:55:04,0,0.6
6002,17:55:04,16.1,4.5
6272,17:55:04,0,0.3
6216,17:55:04,0,0.2
6350,17:55:04,0,0.2
6211,17:55:04,0,0.1
582,17:55:04,0,0
6026,17:55:04,0,0.4
6013,17:55:04,0,1.3
6019,17:55:04,0,1.4
8386,17:55:04,0,0.1
8143,17:55:04,8.1,1.3
249,17:55:05,0.3,2.1
395,17:55:05,2,1.1
141,17:55:05,20.6,1.6
6043,17:55:05,16.9,3.7
6020,17:55:05,0,2.6
6338,17:55:05,0.1,1.5
172,17:55:05,0,1.3
406,17:55:05,0.1,0.4
343,17:55:05,0.3,0.6
6002,17:55:05,2.6,4.5
6272,17:55:05,0,0.3
6216,17:55:05,0,0.2
6350,17:55:05,0,0.2
6211,17:55:05,0,0.1
582,17:55:05,0,0
6026,17:55:05,0,0.4
6013,17:55:05,0,1.3
6019,17:55:05,0,1.4
8386,17:55:05,0,0.1
6021,17:55:05,0,1
249,17:55:06,0,2.1
395,17:55:06,0.2,1.1
141,17:55:06,5.1,1.6
6043,17:55:06,5.5,3.7
6020,17:55:06,0,2.6
6338,17:55:06,0,1.5
172,17:55:06,0,1.3
406,17:55:06,0,0.4
343,17:55:06,0,0.6
6002,17:55:06,1.3,4.5
6272,17:55:06,0,0.3
6216,17:55:06,0,0.2
6350,17:55:06,0,0.2
6211,17:55:06,0,0.1
582,17:55:06,0,0
6026,17:55:06,0,0.4
6013,17:55:06,0,1.3
6019,17:55:06,0,1.4
8386,17:55:06,0,0.1
6021,17:55:06,0,1
249,17:55:07,0,2.1
395,17:55:07,0,1.1
141,17:55:07,3.2,1.6
6043,17:55:07,3,3.7
6020,17:55:07,0,2.6
6338,17:55:07,0,1.5
172,17:55:07,0,1.3
406,17:55:07,0,0.4
343,17:55:07,0,0.6
6002,17:55:07,0.2,4.5
6272,17:55:07,0,0.3
6216,17:55:07,0,0.2
6350,17:55:07,0,0.2
6211,17:55:07,0,0.1
582,17:55:07,0,0
6026,17:55:07,0,0.4
6013,17:55:07,0,1.3
6019,17:55:07,0,1.4
8386,17:55:07,0,0.1
6021,17:55:07,0,1
249,17:55:08,0,2.1
395,17:55:08,0,1.1
141,17:55:08,10.8,1.6
6043,17:55:08,50.3,3.6
6020,17:55:08,0,2.6
6338,17:55:08,0,1.5
172,17:55:08,0,1.3
406,17:55:08,0,0.4
343,17:55:08,0,0.6
6002,17:55:08,0.1,4.5
6272,17:55:08,0,0.3
6216,17:55:08,0,0.2
6350,17:55:08,0,0.2
6211,17:55:08,0,0.1
582,17:55:08,0,0
6026,17:55:08,0,0.4
6013,17:55:08,0,1.3
6019,17:55:08,0,1.4
8386,17:55:08,0,0.1
6021,17:55:08,0,1
249,17:55:09,0,2.1
395,17:55:09,0,1.1
141,17:55:09,14.1,1.6
6043,17:55:09,19.4,3.6
6020,17:55:09,0,2.6
6338,17:55:09,0,1.5
172,17:55:09,0,1.3
406,17:55:09,0.2,0.4
343,17:55:09,0,0.6
6002,17:55:09,0.2,4.5
6272,17:55:09,0,0.3
6216,17:55:09,0,0.2
6350,17:55:09,0,0.2
6211,17:55:09,0,0.1
582,17:55:09,0,0
6026,17:55:09,0,0.4
6013,17:55:09,0,1.3
6019,17:55:09,0,1.4
8386,17:55:09,0,0.1
6021,17:55:09,0,1
249,17:55:11,0,2.1
395,17:55:11,0,1.1
141,17:55:11,5.2,1.5
6043,17:55:11,0.6,3.6
6020,17:55:11,0,2.6
6338,17:55:11,0,1.5
172,17:55:11,0,1.3
406,17:55:11,0,0.4
343,17:55:11,0,0.6
6002,17:55:11,0.4,4.5
6272,17:55:11,0,0.3
6216,17:55:11,0,0.2
6350,17:55:11,0,0.2
6211,17:55:11,0,0.1
582,17:55:11,0,0
6026,17:55:11,0.1,0.4
6013,17:55:11,0.1,1.3
6019,17:55:11,0,1.4
8386,17:55:11,0,0.1
6021,17:55:11,0,1
249,17:55:12,0,2.1
395,17:55:12,0.1,1.1
141,17:55:12,0,1.5
6043,17:55:12,0.2,3.6
6020,17:55:12,0,2.6
6338,17:55:12,0,1.5
172,17:55:12,0,1.3
406,17:55:12,0,0.4
343,17:55:12,0,0.6
6002,17:55:12,0,4.5
6272,17:55:12,0,0.3
6216,17:55:12,0,0.2
6350,17:55:12,0,0.2
6211,17:55:12,0,0.1
582,17:55:12,0,0
6026,17:55:12,0,0.4
6013,17:55:12,0,1.3
6019,17:55:12,0,1.4
8386,17:55:12,0,0.1
6021,17:55:12,0,1
249,17:55:13,0,2.1
395,17:55:13,0,1.1
141,17:55:13,0,1.5
6043,17:55:13,0.2,3.6
6020,17:55:13,0,2.6
6338,17:55:13,0,1.5
172,17:55:13,0,1.3
406,17:55:13,0,0.4
343,17:55:13,0,0.6
6002,17:55:13,0.6,4.5
6272,17:55:13,0,0.3
6216,17:55:13,0,0.2
6350,17:55:13,0,0.2
6211,17:55:13,0,0.1
582,17:55:13,0,0
6026,17:55:13,0,0.4
6013,17:55:13,0,1.3
6019,17:55:13,0,1.4
8386,17:55:13,0,0.1
6021,17:55:13,0,1
249,17:55:14,0,2.1
395,17:55:14,0,1.1
141,17:55:14,0,1.5
6043,17:55:14,0.2,3.6
6020,17:55:14,0,2.6
6338,17:55:14,0,1.5
172,17:55:14,0,1.4
406,17:55:14,0,0.4
343,17:55:14,0,0.6
6002,17:55:14,1.1,4.5
6272,17:55:14,0,0.3
6216,17:55:14,0,0.2
6350,17:55:14,0,0.2
6211,17:55:14,0,0.1
582,17:55:14,0,0
6026,17:55:14,0,0.4
6013,17:55:14,0,1.3
6019,17:55:14,0,1.4
8386,17:55:14,0,0.1
6021,17:55:14,0,1
249,17:55:15,0,2.1
395,17:55:15,0,1.1
141,17:55:15,0,1.5
6043,17:55:15,0.2,3.6
6020,17:55:15,0,2.6
6338,17:55:15,0,1.5
172,17:55:15,0.4,1.4
406,17:55:15,0.1,0.4
343,17:55:15,0,0.6
6002,17:55:15,1.2,4.5
6272,17:55:15,0,0.3
6216,17:55:15,0,0.2
6350,17:55:15,0,0.2
6211,17:55:15,0,0.1
582,17:55:15,0,0
6026,17:55:15,0,0.4
6013,17:55:15,0,1.3
6019,17:55:15,0.1,1.4
8386,17:55:15,0,0.1
6021,17:55:15,0,1
249,17:55:16,0,2.1
395,17:55:16,0,1.1
141,17:55:16,0,1.5
6043,17:55:16,0.1,3.6
6020,17:55:16,0,2.6
6338,17:55:16,0,1.5
172,17:55:16,2,1.4
406,17:55:16,0,0.4
343,17:55:16,0,0.6
6002,17:55:16,0.1,4.5
6272,17:55:16,0,0.3
6216,17:55:16,0,0.2
6350,17:55:16,0,0.2
6211,17:55:16,0,0.1
582,17:55:16,0,0
6026,17:55:16,0,0.4
6013,17:55:16,0,1.3
6019,17:55:16,0,1.4
8386,17:55:16,0,0.1
6021,17:55:16,0,1
249,17:55:17,0,2.1
395,17:55:17,0.1,1.1
141,17:55:17,0.1,1.5
6043,17:55:17,0.2,3.6
6020,17:55:17,0.3,2.6
6338,17:55:17,0,1.5
172,17:55:17,0,1.4
406,17:55:17,0,0.4
343,17:55:17,0,0.6
6002,17:55:17,0.4,4.5
6272,17:55:17,0,0.3
6216,17:55:17,0,0.2
6350,17:55:17,0,0.2
6211,17:55:17,0,0.1
582,17:55:17,0,0
6026,17:55:17,0,0.4
6013,17:55:17,0,1.3
6019,17:55:17,0,1.4
8386,17:55:17,0,0.1
6021,17:55:17,0,1
249,17:55:18,0,2.1
395,17:55:18,0,1.1
141,17:55:18,0,1.5
6043,17:55:18,0.2,3.6
6020,17:55:18,0,2.6
6338,17:55:18,0,1.5
172,17:55:18,0,1.4
406,17:55:18,0,0.4
343,17:55:18,0,0.6
6002,17:55:18,0.2,4.5
6272,17:55:18,0,0.3
6216,17:55:18,0,0.2
6350,17:55:18,0,0.2
6211,17:55:18,0,0.1
582,17:55:18,0,0
6026,17:55:18,0,0.4
6013,17:55:18,0,1.3
6019,17:55:18,0,1.4
8386,17:55:18,0,0.1
6021,17:55:18,0,1
249,17:55:19,0,2.1
395,17:55:19,0,1.1
141,17:55:19,0,1.5
6043,17:55:19,0.1,3.6
6020,17:55:19,0,2.6
6338,17:55:19,0,1.5
172,17:55:19,0,1.4
406,17:55:19,0,0.4
343,17:55:19,0,0.6
6002,17:55:19,0,4.5
6272,17:55:19,0,0.3
6216,17:55:19,0,0.2
6350,17:55:19,0,0.2
6211,17:55:19,0,0.1
582,17:55:19,0,0
6026,17:55:19,0,0.4
6013,17:55:19,0,1.3
6019,17:55:19,0,1.4
8386,17:55:19,0,0.1
6021,17:55:19,0,1
249,17:55:20,0,2.1
395,17:55:20,0,1.1
141,17:55:20,0,1.5
6043,17:55:20,0.1,3.6
6020,17:55:20,0,2.6
6338,17:55:20,0,1.5
172,17:55:20,0,1.4
406,17:55:20,0,0.4
343,17:55:20,0,0.6
6002,17:55:20,0.1,4.5
6272,17:55:20,0,0.3
6216,17:55:20,0,0.2
6350,17:55:20,0,0.2
6211,17:55:20,0,0.1
582,17:55:20,0,0
6026,17:55:20,0,0.4
6013,17:55:20,0,1.3
6019,17:55:20,0,1.4
8386,17:55:20,0,0.1
6021,17:55:20,0,1
249,17:55:21,0,2.1
395,17:55:21,0,1.1
141,17:55:21,0,1.5
6043,17:55:21,0.1,3.6
6020,17:55:21,0,2.6
6338,17:55:21,0,1.5
172,17:55:21,0,1.4
406,17:55:21,0,0.4
343,17:55:21,0,0.6
6002,17:55:21,0,4.5
6272,17:55:21,0,0.3
6216,17:55:21,0,0.2
6350,17:55:21,0,0.2
6211,17:55:21,0,0.1
582,17:55:21,0,0
6026,17:55:21,0,0.4
6013,17:55:21,0,1.3
6019,17:55:21,0,1.4
8386,17:55:21,0,0.1
6021,17:55:21,0,1
249,17:55:22,0,2.1
395,17:55:22,0,1.1
141,17:55:22,0,1.5
6043,17:55:22,0.2,3.6
6020,17:55:22,0,2.6
6338,17:55:22,0,1.5
172,17:55:22,0,1.3
406,17:55:22,0,0.4
343,17:55:22,0,0.6
6002,17:55:22,0.1,4.5
6272,17:55:22,0,0.3
6216,17:55:22,0,0.2
6350,17:55:22,0,0.2
6211,17:55:22,0,0.1
582,17:55:22,0,0
6026,17:55:22,0,0.4
6013,17:55:22,0.3,1.3
6019,17:55:22,0,1.4
8386,17:55:22,0,0.1
6021,17:55:22,0,1
249,17:55:23,0,2.1
395,17:55:23,0,1.1
141,17:55:23,0,1.5
6043,17:55:23,0.2,3.6
6020,17:55:23,0,2.6
6338,17:55:23,0,1.5
172,17:55:23,0,1.3
406,17:55:23,0,0.4
343,17:55:23,0,0.6
6002,17:55:23,0.1,4.5
6272,17:55:23,0,0.3
6216,17:55:23,0,0.2
6350,17:55:23,0,0.2
6211,17:55:23,0,0.1
582,17:55:23,0,0
6026,17:55:23,0,0.4
6013,17:55:23,0.1,1.3
6019,17:55:23,0,1.4
8386,17:55:23,0,0.1
6021,17:55:23,0,1
249,17:55:24,0,2.1
395,17:55:24,0.6,1.1
141,17:55:24,12.9,1.6
6043,17:55:24,3.9,3.6
6020,17:55:24,0,2.6
6338,17:55:24,5.4,1.5
172,17:55:24,0,1.3
406,17:55:24,0,0.4
343,17:55:24,0,0.6
6002,17:55:24,0.5,4.5
6272,17:55:24,0,0.3
6216,17:55:24,0,0.2
6350,17:55:24,0,0.2
6211,17:55:24,0,0.1
582,17:55:24,0,0
6026,17:55:24,0,0.4
6013,17:55:24,0.1,1.3
6019,17:55:24,0,1.4
8386,17:55:24,0,0.1
6021,17:55:24,0,1
249,17:55:25,0,2.1
395,17:55:25,1.3,1.1
141,17:55:25,34.2,1.6
6020,17:55:25,4.1,2.6
6043,17:55:25,0.4,3.6
6338,17:55:25,12.7,1.5
172,17:55:25,0,1.3
406,17:55:25,0,0.4
343,17:55:25,0,0.6
6002,17:55:25,43.5,4.2
6272,17:55:25,0,0.3
6216,17:55:25,0,0.2
6350,17:55:25,0,0.2
6211,17:55:25,0,0.1
582,17:55:25,0,0
8600,17:55:25,39.1,0.6
6026,17:55:25,0,0.4
6013,17:55:25,0.1,1.3
6019,17:55:25,3.1,1.4
8386,17:55:25,0,0.1
249,17:55:26,0,2.1
395,17:55:26,0.1,1.1
141,17:55:26,13.3,1.6
6020,17:55:26,0.3,2.6
6043,17:55:26,0.2,3.6
6338,17:55:26,0.2,1.5
172,17:55:26,0,1.4
406,17:55:26,0,0.4
343,17:55:26,0,0.6
6002,17:55:26,17.2,4.3
6272,17:55:26,0,0.3
6216,17:55:26,0,0.2
6350,17:55:26,0,0.2
6211,17:55:26,0,0.1
582,17:55:26,0,0
8600,17:55:26,21.8,1.4
6026,17:55:26,0,0.4
6013,17:55:26,0,1.3
6007,17:55:26,7.5,1.6
6019,17:55:26,0.6,1.4
249,17:55:27,0,2.1
395,17:55:27,0,1.1
141,17:55:27,5.3,1.6
6020,17:55:27,0.8,2.6
6043,17:55:27,0.2,3.6
6338,17:55:27,0,1.5
172,17:55:27,0,1.4
406,17:55:27,0,0.4
343,17:55:27,0,0.6
6002,17:55:27,27.6,4.3
6272,17:55:27,0,0.3
6216,17:55:27,0,0.2
6350,17:55:27,0,0.2
6211,17:55:27,0,0.1
582,17:55:27,0,0
8600,17:55:27,0.8,1.4
6026,17:55:27,0,0.4
6007,17:55:27,7.5,1.6
6013,17:55:27,0,1.3
6019,17:55:27,0,1.4
249,17:55:28,0,2.1
395,17:55:28,0,1.1
141,17:55:28,3.9,1.6
6020,17:55:28,1.1,2.6
6043,17:55:28,0.1,3.6
6338,17:55:28,0,1.5
172,17:55:28,0.4,1.4
406,17:55:28,0,0.4
343,17:55:28,0,0.6
6002,17:55:28,18.9,4.3
6272,17:55:28,0,0.3
6216,17:55:28,0,0.2
6350,17:55:28,0,0.2
6211,17:55:28,0,0.1
582,17:55:28,0,0
8600,17:55:28,0.6,1.3
6026,17:55:28,0,0.4
6007,17:55:28,5.5,1.5
6013,17:55:28,0,1.3
6019,17:55:28,0,1.4
249,17:55:29,0,2.1
395,17:55:29,0,1.1
141,17:55:29,0.9,1.6
6020,17:55:29,0,2.6
6043,17:55:29,0.2,3.6
6338,17:55:29,0,1.5
172,17:55:29,0,1.4
406,17:55:29,0.6,0.4
343,17:55:29,0,0.6
6002,17:55:29,2.9,4.3
6272,17:55:29,0,0.3
6216,17:55:29,0,0.2
6350,17:55:29,0,0.2
6211,17:55:29,0,0.1
582,17:55:29,0,0
8600,17:55:29,0.1,1.3
6026,17:55:29,0,0.4
6007,17:55:29,0.5,1.5
6013,17:55:29,0,1.3
6019,17:55:29,0,1.4
249,17:55:30,0,2.1
395,17:55:30,0,1.1
141,17:55:30,4,1.5
6020,17:55:30,1,2.6
6043,17:55:30,0.1,3.6
6338,17:55:30,0,1.5
172,17:55:30,0,1.4
406,17:55:30,0,0.4
343,17:55:30,0,0.6
6002,17:55:30,21.8,4.3
6272,17:55:30,0,0.3
6216,17:55:30,0,0.2
6350,17:55:30,0,0.2
6211,17:55:30,0,0.1
582,17:55:30,0,0
8600,17:55:30,0.5,1.3
6026,17:55:30,0,0.4
6013,17:55:30,0,1.3
6007,17:55:30,5.6,1.5
6019,17:55:30,0,1.4
249,17:55:31,0,2.1
395,17:55:31,0.5,1.1
141,17:55:31,10,1.5
6020,17:55:31,6,2.6
6043,17:55:31,0.1,3.6
6338,17:55:31,0,1.5
172,17:55:31,0,1.4
406,17:55:31,0,0.4
343,17:55:31,0,0.6
6002,17:55:31,50.3,4.3
6272,17:55:31,0,0.3
6216,17:55:31,0,0.2
6350,17:55:31,0,0.2
6211,17:55:31,0,0.1
582,17:55:31,0,0
8600,17:55:31,1.3,1.3
6007,17:55:31,28,1.6
6026,17:55:31,0,0.4
6013,17:55:31,0,1.3
6019,17:55:31,2.6,1.4
249,17:55:32,0,2.1
395,17:55:32,0,1.1
141,17:55:32,7.6,1.6
6020,17:55:32,0.7,2.6
6043,17:55:32,0.1,3.6
6338,17:55:32,0,1.5
172,17:55:32,0,1.4
406,17:55:32,0,0.4
343,17:55:32,0,0.6
6002,17:55:32,18.1,4.4
6272,17:55:32,0,0.3
6216,17:55:32,0,0.2
6350,17:55:32,0,0.2
6211,17:55:32,0,0.1
582,17:55:32,0,0
8600,17:55:32,0.1,1.3
6007,17:55:32,3,1.6
6026,17:55:32,0,0.4
6013,17:55:32,0,1.3
6019,17:55:32,0.8,1.4
249,17:55:33,0,2.1
395,17:55:33,0.6,1.1
141,17:55:33,10.7,1.6
6020,17:55:33,3.8,2.6
6043,17:55:33,0.1,3.6
6338,17:55:33,0,1.5
172,17:55:33,0.4,1.4
406,17:55:33,0,0.4
343,17:55:33,0,0.6
6002,17:55:33,54.8,4.3
6272,17:55:33,0,0.3
6216,17:55:33,0,0.2
6350,17:55:33,0,0.2
6211,17:55:33,0,0.1
582,17:55:33,0,0
8600,17:55:33,0,1.3
6026,17:55:33,0,0.4
6013,17:55:33,0,1.3
6007,17:55:33,4.8,1.6
6019,17:55:33,2.1,1.4
249,17:55:34,0,2.1
395,17:55:34,0.1,1.1
141,17:55:34,5.2,1.6
6020,17:55:34,0,2.6
6043,17:55:34,0.1,3.6
6338,17:55:34,0,1.5
172,17:55:34,0,1.4
406,17:55:34,0.6,0.4
343,17:55:34,0,0.6
6002,17:55:34,11,4.3
6272,17:55:34,0,0.3
6216,17:55:34,0,0.2
6350,17:55:34,0,0.2
6211,17:55:34,0,0.1
582,17:55:34,0,0
8600,17:55:34,0,1.3
6026,17:55:34,0,0.4
6013,17:55:34,0,1.3
6007,17:55:34,3.4,1.6
6019,17:55:34,0,1.4
249,17:55:35,0,2.1
395,17:55:35,0.1,1.1
141,17:55:35,7.9,1.6
6020,17:55:35,0,2.6
6043,17:55:35,0.1,3.6
6338,17:55:35,0,1.5
172,17:55:35,0.3,1.4
406,17:55:35,0,0.4
343,17:55:35,0,0.6
6002,17:55:35,17.9,4.3
6272,17:55:35,0,0.3
6216,17:55:35,0,0.2
6350,17:55:35,0,0.2
6211,17:55:35,0,0.1
582,17:55:35,0,0
8600,17:55:35,0,1.3
6026,17:55:35,0,0.4
6013,17:55:35,0,1.3
6019,17:55:35,0,1.4
6007,17:55:35,3.4,1.6
249,17:55:36,0,2.1
395,17:55:36,0.5,1.1
141,17:55:36,9.1,1.6
6020,17:55:36,0.1,2.6
6043,17:55:36,0.4,3.6
6338,17:55:36,0,1.5
172,17:55:36,0,1.4
406,17:55:36,0,0.4
343,17:55:36,0,0.6
6002,17:55:36,13.6,4.3
6272,17:55:36,0,0.3
6216,17:55:36,0,0.2
6350,17:55:36,0,0.2
6211,17:55:36,0,0.1
582,17:55:36,0,0
8600,17:55:36,0,1.3
6026,17:55:36,0,0.4
6013,17:55:36,0,1.3
6019,17:55:36,0,1.4
6007,17:55:36,4.3,1.6
249,17:55:37,0,2.1
395,17:55:37,0,1.1
141,17:55:37,4.7,1.5
6020,17:55:37,3.4,2.6
6043,17:55:37,0.1,3.6
6338,17:55:37,0,1.5
172,17:55:37,2.9,1.4
406,17:55:37,0,0.4
343,17:55:37,0,0.6
6002,17:55:37,18.1,4.3
6272,17:55:37,0,0.3
6216,17:55:37,0,0.2
6350,17:55:37,0,0.2
6211,17:55:37,0,0.1
582,17:55:37,0,0
8600,17:55:37,0,1.3
6026,17:55:37,0,0.4
6013,17:55:37,0,1.3
6019,17:55:37,0,1.4
8386,17:55:37,0,0.1
249,17:55:38,0,2.1
395,17:55:38,0.1,1.1
141,17:55:38,9.3,1.5
6020,17:55:38,0.6,2.6
6043,17:55:38,0.1,3.6
6338,17:55:38,0,1.5
172,17:55:38,0,1.4
406,17:55:38,0,0.4
343,17:55:38,0,0.6
6002,17:55:38,25.1,4.3
6272,17:55:38,0,0.3
6216,17:55:38,0,0.2
6350,17:55:38,0,0.2
6211,17:55:38,0,0.1
582,17:55:38,0,0
8600,17:55:38,0,1.3
8610,17:55:38,36.4,1.6
6007,17:55:38,14.6,1.6
6026,17:55:38,0,0.4
6013,17:55:38,0,1.3
249,17:55:39,0,2.1
395,17:55:39,0.2,1.1
141,17:55:39,11.3,1.5
6020,17:55:39,4.6,2.7
6043,17:55:39,0.1,3.6
6338,17:55:39,0,1.5
172,17:55:39,0,1.4
406,17:55:39,0.1,0.4
343,17:55:39,0,0.6
6002,17:55:39,29.6,4.3
6272,17:55:39,0,0.3
6216,17:55:39,0,0.2
6350,17:55:39,0,0.2
6211,17:55:39,0,0.1
582,17:55:39,0,0
8600,17:55:39,1.4,1.3
8610,17:55:39,11.2,1.6
6007,17:55:39,10.1,1.6
6026,17:55:39,0,0.4
6013,17:55:39,0,1.3
249,17:55:40,0,2.1
395,17:55:40,0,1.1
141,17:55:40,16.8,1.6
6020,17:55:40,0.3,2.7
6043,17:55:40,0.1,3.6
6338,17:55:40,0,1.5
172,17:55:40,0,1.4
406,17:55:40,0,0.4
343,17:55:40,0,0.6
6002,17:55:40,23.1,4.3
6272,17:55:40,0,0.3
6216,17:55:40,0,0.2
6350,17:55:40,0,0.2
6211,17:55:40,0,0.1
582,17:55:40,0,0
6007,17:55:40,27.6,1.9
8610,17:55:40,40.2,2
8600,17:55:40,0.2,1.2
6026,17:55:40,0,0.4
6013,17:55:40,0,1.3
249,17:55:42,0,2.1
395,17:55:42,0.1,1.1
141,17:55:42,19.9,1.5
6020,17:55:42,0.8,2.7
6043,17:55:42,0.1,3.6
6338,17:55:42,0,1.5
172,17:55:42,0,1.4
406,17:55:42,0,0.4
343,17:55:42,0,0.6
6002,17:55:42,24,4.3
6272,17:55:42,0,0.3
6216,17:55:42,0,0.2
6350,17:55:42,0,0.2
6211,17:55:42,0,0.1
582,17:55:42,0,0
6007,17:55:42,28.7,1.9
8610,17:55:42,23,2
8600,17:55:42,0.2,1.2
6026,17:55:42,0,0.4
6013,17:55:42,0,1.3
249,17:55:43,0,2.1
395,17:55:43,0,1.1
141,17:55:43,19.2,1.5
6020,17:55:43,0,2.7
6043,17:55:43,0.1,3.6
6338,17:55:43,0,1.5
172,17:55:43,0,1.4
406,17:55:43,0,0.4
343,17:55:43,0,0.6
6002,17:55:43,27.5,4
6272,17:55:43,0,0.3
